Chr;Motif name;Motif pos
chr1;mybG_M1351_1.02;1364
chr1;mybG_M1351_1.02;1370
chr1;mybG_M1351_1.02;1377
chr1;mybG_M1351_1.02;1380
chr1;mybG_M1351_1.02;1388
chr1;mybG_M1351_1.02;1389
chr1;mybG_M1351_1.02;1393
chr1;mybG_M1351_1.02;1397
chr1;mybG_M1351_1.02;1402
chr1;mybG_M1351_1.02;1403
chr1;mybG_M1351_1.02;1404
chr1;mybG_M1351_1.02;1405
chr1;mybG_M1351_1.02;1405
chr1;mybG_M1351_1.02;1407
chr1;mybG_M1351_1.02;1410
chr1;mybG_M1351_1.02;1412
chr1;mybG_M1351_1.02;1413
chr1;mybG_M1351_1.02;1422
chr1;mybG_M1351_1.02;1425
chr1;mybG_M1351_1.02;1430
chr1;mybG_M1351_1.02;1438
chr1;mybG_M1351_1.02;1441
chr1;mybG_M1351_1.02;1443
chr1;mybG_M1351_1.02;1446
chr1;mybG_M1351_1.02;1447
chr1;mybG_M1351_1.02;1455
chr1;mybG_M1351_1.02;1457
chr1;mybG_M1351_1.02;1463
chr1;mybG_M1351_1.02;1466
chr1;mybG_M1351_1.02;1471
chr1;mybG_M1351_1.02;1487
chr1;mybG_M1351_1.02;1495
chr1;mybG_M1351_1.02;1496
chr1;mybG_M1351_1.02;1502
chr1;mybG_M1351_1.02;1503
chr1;mybG_M1351_1.02;1504
chr1;mybG_M1351_1.02;1507
chr1;mybG_M1351_1.02;1513
chr1;mybG_M1351_1.02;1519
chr1;mybG_M1351_1.02;1520
chr1;mybG_M1351_1.02;1520
chr1;mybG_M1351_1.02;1526
chr1;mybG_M1351_1.02;1527
chr1;mybG_M1351_1.02;1535
chr1;mybG_M1351_1.02;1536
chr1;mybG_M1351_1.02;1541
chr1;mybG_M1351_1.02;1541
chr1;mybG_M1351_1.02;1542
chr1;mybG_M1351_1.02;1546
chr1;mybG_M1351_1.02;1556
chr1;mybG_M1351_1.02;1558
chr1;mybG_M1351_1.02;1558
chr1;mybG_M1351_1.02;1562
chr1;mybG_M1351_1.02;1570
chr1;mybG_M1351_1.02;1573
chr1;mybG_M1351_1.02;1580
chr1;mybG_M1351_1.02;1580
chr1;mybG_M1351_1.02;1582
chr1;mybG_M1351_1.02;1583
chr1;mybG_M1351_1.02;1590
chr1;mybG_M1351_1.02;1609
chr1;mybG_M1351_1.02;1615
chr1;mybG_M1351_1.02;1615
chr1;mybG_M1351_1.02;1625
chr1;mybG_M1351_1.02;1626
chr1;mybG_M1351_1.02;1626
chr1;mybG_M1351_1.02;1628
chr1;mybG_M1351_1.02;1632
chr1;mybG_M1351_1.02;1633
chr1;mybG_M1351_1.02;1633
chr1;mybG_M1351_1.02;1633
chr1;mybG_M1351_1.02;1637
chr1;mybG_M1351_1.02;1638
chr1;mybG_M1351_1.02;1642
chr1;mybG_M1351_1.02;1644
chr1;mybG_M1351_1.02;1649
chr1;mybG_M1351_1.02;1679
chr1;mybG_M1351_1.02;1685
chr1;mybG_M1351_1.02;1689
chr1;mybG_M1351_1.02;1694
chr1;mybG_M1351_1.02;1694
chr1;mybG_M1351_1.02;1695
chr1;mybG_M1351_1.02;1695
chr1;mybG_M1351_1.02;1697
chr1;mybG_M1351_1.02;1697
chr1;mybG_M1351_1.02;1705
chr1;mybG_M1351_1.02;1708
chr1;mybG_M1351_1.02;1710
chr1;mybG_M1351_1.02;1713
chr1;mybG_M1351_1.02;1723
chr1;mybG_M1351_1.02;1729
chr1;mybG_M1351_1.02;1736
chr1;mybG_M1351_1.02;1743
chr1;mybG_M1351_1.02;1755
chr1;mybG_M1351_1.02;1757
chr1;mybG_M1351_1.02;1758
chr1;mybG_M1351_1.02;1758
chr1;mybG_M1351_1.02;1759
chr1;mybG_M1351_1.02;1764
chr1;mybG_M1351_1.02;1769
chr1;mybG_M1351_1.02;1769
chr1;mybG_M1351_1.02;1781
chr1;mybG_M1351_1.02;1792
chr1;mybG_M1351_1.02;1793
chr1;mybG_M1351_1.02;1793
chr1;mybG_M1351_1.02;1796
chr1;mybG_M1351_1.02;1798
chr1;mybG_M1351_1.02;1802
chr1;mybG_M1351_1.02;1805
chr1;mybG_M1351_1.02;1810
chr1;mybG_M1351_1.02;1814
chr1;mybG_M1351_1.02;1822
chr1;mybG_M1351_1.02;1824
chr1;mybG_M1351_1.02;1844
chr1;mybG_M1351_1.02;1848
chr1;mybG_M1351_1.02;1849
chr1;mybG_M1351_1.02;1850
chr1;mybG_M1351_1.02;1854
chr1;mybG_M1351_1.02;1854
chr1;mybG_M1351_1.02;1855
chr1;mybG_M1351_1.02;1855
chr1;mybG_M1351_1.02;1863
chr1;mybG_M1351_1.02;1863
chr1;mybG_M1351_1.02;1871
chr1;mybG_M1351_1.02;1871
chr1;mybG_M1351_1.02;1871
chr1;mybG_M1351_1.02;1876
chr1;mybG_M1351_1.02;1895
chr1;mybG_M1351_1.02;1895
chr1;mybG_M1351_1.02;1903
chr1;mybG_M1351_1.02;1904
chr1;mybG_M1351_1.02;1905
chr1;mybG_M1351_1.02;1913
chr1;mybG_M1351_1.02;1917
chr1;mybG_M1351_1.02;1926
chr1;mybG_M1351_1.02;1927
chr1;mybG_M1351_1.02;1933
chr1;mybG_M1351_1.02;1934
chr1;mybG_M1351_1.02;1934
chr1;mybG_M1351_1.02;1937
chr1;mybG_M1351_1.02;1947
chr1;mybG_M1351_1.02;1952
chr1;mybG_M1351_1.02;1961
chr1;mybG_M1351_1.02;1965
chr1;mybG_M1351_1.02;1972
chr1;mybG_M1351_1.02;1974
chr1;mybG_M1351_1.02;1983
chr1;mybG_M1351_1.02;1983
chr1;mybG_M1351_1.02;1988
chr1;mybG_M1351_1.02;1989
chr1;mybG_M1351_1.02;1992
chr1;mybG_M1351_1.02;2001
chr1;mybG_M1351_1.02;2009
chr1;mybG_M1351_1.02;2015
chr1;mybG_M1351_1.02;2020
chr1;mybG_M1351_1.02;2027
chr1;mybG_M1351_1.02;2035
chr1;mybG_M1351_1.02;2037
chr1;mybG_M1351_1.02;2040
chr1;mybG_M1351_1.02;2045
chr1;mybG_M1351_1.02;2049
chr1;mybG_M1351_1.02;2052
chr1;mybG_M1351_1.02;2053
chr1;mybG_M1351_1.02;2053
chr1;mybG_M1351_1.02;2068
chr1;mybG_M1351_1.02;2068
chr1;mybG_M1351_1.02;2076
chr1;mybG_M1351_1.02;2076
chr1;mybG_M1351_1.02;2090
chr1;mybG_M1351_1.02;2090
chr1;mybG_M1351_1.02;2094
chr1;mybG_M1351_1.02;2094
chr1;mybG_M1351_1.02;2096
chr1;mybG_M1351_1.02;2099
chr1;mybG_M1351_1.02;2101
chr1;mybG_M1351_1.02;2109
chr1;mybG_M1351_1.02;2110
chr1;mybG_M1351_1.02;2112
chr1;mybG_M1351_1.02;2116
chr1;mybG_M1351_1.02;2118
chr1;mybG_M1351_1.02;2119
chr1;mybG_M1351_1.02;2119
chr1;mybG_M1351_1.02;2119
chr1;mybG_M1351_1.02;2124
chr1;mybG_M1351_1.02;2128
chr1;mybG_M1351_1.02;2131
chr1;mybG_M1351_1.02;2137
chr1;mybG_M1351_1.02;2139
chr1;mybG_M1351_1.02;2144
chr1;mybG_M1351_1.02;2148
chr1;mybG_M1351_1.02;2159
chr1;mybG_M1351_1.02;2163
chr1;mybG_M1351_1.02;2170
chr1;mybG_M1351_1.02;2170
chr1;mybG_M1351_1.02;2170
chr1;mybG_M1351_1.02;2171
chr1;mybG_M1351_1.02;2175
chr1;mybG_M1351_1.02;2176
chr1;mybG_M1351_1.02;2183
chr1;mybG_M1351_1.02;2184
chr1;mybG_M1351_1.02;2186
chr1;mybG_M1351_1.02;2187
chr1;mybG_M1351_1.02;2189
chr1;mybG_M1351_1.02;2191
chr1;mybG_M1351_1.02;2191
chr1;mybG_M1351_1.02;2192
chr1;mybG_M1351_1.02;2194
chr1;mybG_M1351_1.02;2200
chr1;mybG_M1351_1.02;2206
chr1;mybG_M1351_1.02;2215
chr1;mybG_M1351_1.02;2218
chr1;mybG_M1351_1.02;2221
chr1;mybG_M1351_1.02;2226
chr1;mybG_M1351_1.02;2232
chr1;mybG_M1351_1.02;2234
chr1;mybG_M1351_1.02;2236
chr1;mybG_M1351_1.02;2258
chr1;mybG_M1351_1.02;2262
chr1;mybG_M1351_1.02;2280
chr1;mybG_M1351_1.02;2282
chr1;mybG_M1351_1.02;2290
chr1;mybG_M1351_1.02;2291
chr1;mybG_M1351_1.02;2294
chr1;mybG_M1351_1.02;2296
chr1;mybG_M1351_1.02;2300
chr1;mybG_M1351_1.02;2300
chr1;mybG_M1351_1.02;2302
chr1;mybG_M1351_1.02;2318
chr1;mybG_M1351_1.02;2318
chr1;mybG_M1351_1.02;2325
chr1;mybG_M1351_1.02;2328
chr1;mybG_M1351_1.02;2335
chr1;mybG_M1351_1.02;2342
chr1;mybG_M1351_1.02;2344
chr1;mybG_M1351_1.02;2349
chr1;mybG_M1351_1.02;2349
chr1;mybG_M1351_1.02;2355
chr1;mybG_M1351_1.02;2358
chr1;mybG_M1351_1.02;2363
chr1;mybG_M1351_1.02;2372
chr1;mybG_M1351_1.02;2372
chr1;mybG_M1351_1.02;2393
chr1;mybG_M1351_1.02;2402
chr1;mybG_M1351_1.02;2412
chr1;mybG_M1351_1.02;2423
chr1;mybG_M1351_1.02;2425
chr1;mybG_M1351_1.02;2428
chr1;mybG_M1351_1.02;2428
chr1;mybG_M1351_1.02;2431
chr1;mybG_M1351_1.02;2433
chr1;mybG_M1351_1.02;2441
chr1;mybG_M1351_1.02;2445
chr1;mybG_M1351_1.02;2451
chr1;mybG_M1351_1.02;2452
chr1;mybG_M1351_1.02;2455
chr1;mybG_M1351_1.02;2456
chr1;mybG_M1351_1.02;2456
chr1;mybG_M1351_1.02;2460
chr1;mybG_M1351_1.02;8
chr1;mybG_M1351_1.02;8
chr1;mybG_M1351_1.02;11
chr1;mybG_M1351_1.02;11
chr1;mybG_M1351_1.02;17
chr1;mybG_M1351_1.02;44
chr1;mybG_M1351_1.02;44
chr1;mybG_M1351_1.02;48
chr1;mybG_M1351_1.02;51
chr1;mybG_M1351_1.02;78
chr1;mybG_M1351_1.02;78
chr1;mybG_M1351_1.02;97
chr1;mybG_M1351_1.02;97
chr1;mybG_M1351_1.02;98
chr1;mybG_M1351_1.02;103
chr1;mybG_M1351_1.02;105
chr1;mybG_M1351_1.02;108
chr1;mybG_M1351_1.02;111
chr1;mybG_M1351_1.02;128
chr1;mybG_M1351_1.02;130
chr1;mybG_M1351_1.02;133
chr1;mybG_M1351_1.02;137
chr1;mybG_M1351_1.02;137
chr1;mybG_M1351_1.02;138
chr1;mybG_M1351_1.02;143
chr1;mybG_M1351_1.02;144
chr1;mybG_M1351_1.02;148
chr1;mybG_M1351_1.02;149
chr1;mybG_M1351_1.02;158
chr1;mybG_M1351_1.02;160
chr1;mybG_M1351_1.02;168
chr1;mybG_M1351_1.02;168
chr1;mybG_M1351_1.02;174
chr1;mybG_M1351_1.02;176
chr1;mybG_M1351_1.02;179
chr1;mybG_M1351_1.02;180
chr1;mybG_M1351_1.02;184
chr1;mybG_M1351_1.02;184
chr1;mybG_M1351_1.02;191
chr1;mybG_M1351_1.02;193
chr1;mybG_M1351_1.02;198
chr1;mybG_M1351_1.02;198
chr1;mybG_M1351_1.02;202
chr1;mybG_M1351_1.02;203
chr1;mybG_M1351_1.02;206
chr1;mybG_M1351_1.02;206
chr1;mybG_M1351_1.02;208
chr1;mybG_M1351_1.02;213
chr1;mybG_M1351_1.02;220
chr1;mybG_M1351_1.02;220
chr1;mybG_M1351_1.02;221
chr1;mybG_M1351_1.02;229
chr1;mybG_M1351_1.02;231
chr1;mybG_M1351_1.02;266
chr1;mybG_M1351_1.02;270
chr1;mybG_M1351_1.02;272
chr1;mybG_M1351_1.02;274
chr1;mybG_M1351_1.02;275
chr1;mybG_M1351_1.02;276
chr1;mybG_M1351_1.02;281
chr1;mybG_M1351_1.02;281
chr1;mybG_M1351_1.02;286
chr1;mybG_M1351_1.02;287
chr1;mybG_M1351_1.02;288
chr1;mybG_M1351_1.02;290
chr1;mybG_M1351_1.02;294
chr1;mybG_M1351_1.02;294
chr1;mybG_M1351_1.02;295
chr1;mybG_M1351_1.02;302
chr1;mybG_M1351_1.02;302
chr1;mybG_M1351_1.02;306
chr1;mybG_M1351_1.02;308
chr1;mybG_M1351_1.02;309
chr1;mybG_M1351_1.02;311
chr1;mybG_M1351_1.02;312
chr1;mybG_M1351_1.02;320
chr1;mybG_M1351_1.02;325
chr1;mybG_M1351_1.02;348
chr1;mybG_M1351_1.02;348
chr1;mybG_M1351_1.02;350
chr1;mybG_M1351_1.02;350
chr1;mybG_M1351_1.02;353
chr1;mybG_M1351_1.02;356
chr1;mybG_M1351_1.02;357
chr1;mybG_M1351_1.02;362
chr1;mybG_M1351_1.02;362
chr1;mybG_M1351_1.02;366
chr1;mybG_M1351_1.02;374
chr1;mybG_M1351_1.02;384
chr1;mybG_M1351_1.02;384
chr1;mybG_M1351_1.02;385
chr1;mybG_M1351_1.02;393
chr1;mybG_M1351_1.02;394
chr1;mybG_M1351_1.02;394
chr1;mybG_M1351_1.02;409
chr1;mybG_M1351_1.02;412
chr1;mybG_M1351_1.02;417
chr1;mybG_M1351_1.02;441
chr1;mybG_M1351_1.02;450
chr1;mybG_M1351_1.02;454
chr1;mybG_M1351_1.02;459
chr1;mybG_M1351_1.02;469
chr1;mybG_M1351_1.02;475
chr1;mybG_M1351_1.02;481
chr1;mybG_M1351_1.02;482
chr1;mybG_M1351_1.02;483
chr1;mybG_M1351_1.02;486
chr1;mybG_M1351_1.02;489
chr1;mybG_M1351_1.02;490
chr1;mybG_M1351_1.02;492
chr1;mybG_M1351_1.02;496
chr1;mybG_M1351_1.02;508
chr1;mybG_M1351_1.02;512
chr1;mybG_M1351_1.02;518
chr1;mybG_M1351_1.02;522
chr1;mybG_M1351_1.02;526
chr1;mybG_M1351_1.02;532
chr1;mybG_M1351_1.02;533
chr1;mybG_M1351_1.02;534
chr1;mybG_M1351_1.02;541
chr1;mybG_M1351_1.02;543
chr1;mybG_M1351_1.02;545
chr1;mybG_M1351_1.02;552
chr1;mybG_M1351_1.02;555
chr1;mybG_M1351_1.02;556
chr1;mybG_M1351_1.02;564
chr1;mybG_M1351_1.02;564
chr1;mybG_M1351_1.02;570
chr1;mybG_M1351_1.02;573
chr1;mybG_M1351_1.02;588
chr1;mybG_M1351_1.02;600
chr1;mybG_M1351_1.02;602
chr1;mybG_M1351_1.02;603
chr1;mybG_M1351_1.02;604
chr1;mybG_M1351_1.02;605
chr1;mybG_M1351_1.02;605
chr1;mybG_M1351_1.02;606
chr1;mybG_M1351_1.02;615
chr1;mybG_M1351_1.02;616
chr1;mybG_M1351_1.02;625
chr1;mybG_M1351_1.02;633
chr1;mybG_M1351_1.02;635
chr1;mybG_M1351_1.02;649
chr1;mybG_M1351_1.02;652
chr1;mybG_M1351_1.02;653
chr1;mybG_M1351_1.02;656
chr1;mybG_M1351_1.02;658
chr1;mybG_M1351_1.02;660
chr1;mybG_M1351_1.02;666
chr1;mybG_M1351_1.02;669
chr1;mybG_M1351_1.02;678
chr1;mybG_M1351_1.02;682
chr1;mybG_M1351_1.02;684
chr1;mybG_M1351_1.02;692
chr1;mybG_M1351_1.02;698
chr1;mybG_M1351_1.02;700
chr1;mybG_M1351_1.02;700
chr1;mybG_M1351_1.02;700
chr1;mybG_M1351_1.02;709
chr1;mybG_M1351_1.02;710
chr1;mybG_M1351_1.02;722
chr1;mybG_M1351_1.02;724
chr1;mybG_M1351_1.02;735
chr1;mybG_M1351_1.02;738
chr1;mybG_M1351_1.02;746
chr1;mybG_M1351_1.02;756
chr1;mybG_M1351_1.02;757
chr1;mybG_M1351_1.02;763
chr1;mybG_M1351_1.02;763
chr1;mybG_M1351_1.02;766
chr1;mybG_M1351_1.02;767
chr1;mybG_M1351_1.02;768
chr1;mybG_M1351_1.02;769
chr1;mybG_M1351_1.02;769
chr1;mybG_M1351_1.02;769
chr1;mybG_M1351_1.02;771
chr1;mybG_M1351_1.02;772
chr1;mybG_M1351_1.02;780
chr1;mybG_M1351_1.02;785
chr1;mybG_M1351_1.02;786
chr1;mybG_M1351_1.02;787
chr1;mybG_M1351_1.02;789
chr1;mybG_M1351_1.02;791
chr1;mybG_M1351_1.02;791
chr1;mybG_M1351_1.02;793
chr1;mybG_M1351_1.02;800
chr1;mybG_M1351_1.02;801
chr1;mybG_M1351_1.02;812
chr1;mybG_M1351_1.02;816
chr1;mybG_M1351_1.02;819
chr1;mybG_M1351_1.02;824
chr1;mybG_M1351_1.02;825
chr1;mybG_M1351_1.02;829
chr1;mybG_M1351_1.02;834
chr1;mybG_M1351_1.02;836
chr1;mybG_M1351_1.02;841
chr1;mybG_M1351_1.02;843
chr1;mybG_M1351_1.02;847
chr1;mybG_M1351_1.02;848
chr1;mybG_M1351_1.02;851
chr1;mybG_M1351_1.02;853
chr1;mybG_M1351_1.02;859
chr1;mybG_M1351_1.02;861
chr1;mybG_M1351_1.02;876
chr1;mybG_M1351_1.02;878
chr1;mybG_M1351_1.02;898
chr1;mybG_M1351_1.02;903
chr1;mybG_M1351_1.02;907
chr1;mybG_M1351_1.02;912
chr1;mybG_M1351_1.02;916
chr1;mybG_M1351_1.02;928
chr1;mybG_M1351_1.02;935
chr1;mybG_M1351_1.02;938
chr1;mybG_M1351_1.02;938
chr1;mybG_M1351_1.02;940
chr1;mybG_M1351_1.02;942
chr1;mybG_M1351_1.02;942
chr1;mybG_M1351_1.02;942
chr1;mybG_M1351_1.02;950
chr1;mybG_M1351_1.02;979
chr1;mybG_M1351_1.02;988
chr1;mybG_M1351_1.02;993
chr1;mybG_M1351_1.02;998
chr1;mybG_M1351_1.02;1005
chr1;mybG_M1351_1.02;1005
chr1;mybG_M1351_1.02;1008
chr1;mybG_M1351_1.02;1015
chr1;mybG_M1351_1.02;1016
chr1;mybG_M1351_1.02;1020
chr1;mybG_M1351_1.02;1023
chr1;mybG_M1351_1.02;1023
chr1;mybG_M1351_1.02;1024
chr1;mybG_M1351_1.02;1033
chr1;mybG_M1351_1.02;1045
chr1;mybG_M1351_1.02;1051
chr1;mybG_M1351_1.02;1052
chr1;mybG_M1351_1.02;1055
chr1;mybG_M1351_1.02;1063
chr1;mybG_M1351_1.02;1065
chr1;mybG_M1351_1.02;1067
chr1;mybG_M1351_1.02;1072
chr1;mybG_M1351_1.02;1073
chr1;mybG_M1351_1.02;1091
chr1;mybG_M1351_1.02;1092
chr1;mybG_M1351_1.02;1095
chr1;mybG_M1351_1.02;1112
chr1;mybG_M1351_1.02;1117
chr1;mybG_M1351_1.02;1120
chr1;mybG_M1351_1.02;1135
chr1;mybG_M1351_1.02;1138
chr1;mybG_M1351_1.02;1139
chr1;mybG_M1351_1.02;1141
chr1;mybG_M1351_1.02;1146
chr1;mybG_M1351_1.02;1151
chr1;mybG_M1351_1.02;1158
chr1;mybG_M1351_1.02;1166
chr1;mybG_M1351_1.02;1167
chr1;mybG_M1351_1.02;1168
chr1;mybG_M1351_1.02;1173
chr1;mybG_M1351_1.02;1174
chr1;mybG_M1351_1.02;1175
chr1;mybG_M1351_1.02;1189
chr1;mybG_M1351_1.02;1191
chr1;mybG_M1351_1.02;1197
chr1;mybG_M1351_1.02;1206
chr1;mybG_M1351_1.02;1211
chr1;mybG_M1351_1.02;1215
chr1;mybG_M1351_1.02;1236
chr1;mybG_M1351_1.02;1239
chr1;mybG_M1351_1.02;1247
chr1;mybG_M1351_1.02;1253
chr1;mybG_M1351_1.02;1271
chr1;mybG_M1351_1.02;1273
chr1;mybG_M1351_1.02;1282
chr1;mybG_M1351_1.02;1287
chr1;mybG_M1351_1.02;1288
chr1;mybG_M1351_1.02;1289
chr1;mybG_M1351_1.02;1292
chr1;mybG_M1351_1.02;1292
chr1;mybG_M1351_1.02;1295
chr1;mybG_M1351_1.02;1297
chr1;mybG_M1351_1.02;1302
chr1;mybG_M1351_1.02;1307
chr1;mybG_M1351_1.02;1308
chr1;mybG_M1351_1.02;1310
chr1;mybG_M1351_1.02;1312
chr1;mybG_M1351_1.02;1316
chr1;mybG_M1351_1.02;1324
chr1;mybG_M1351_1.02;1327
chr1;mybG_M1351_1.02;1336
chr1;mybG_M1351_1.02;1338
chr1;mybG_M1351_1.02;1338
chr1;mybG_M1351_1.02;1340
chr1;mybG_M1351_1.02;1342
chr1;mybG_M1351_1.02;1351
chr1;mybG_M1351_1.02;1352
chr1;mybG_M1351_1.02;1356
chr1;mybG_M1351_1.02;1359
chr1;mybG_M1351_1.02;1367
chr1;mybG_M1351_1.02;1374
chr1;mybG_M1351_1.02;1374
chr1;mybG_M1351_1.02;1382
chr1;mybG_M1351_1.02;1387
chr1;mybG_M1351_1.02;1403
chr1;mybG_M1351_1.02;1406
chr1;mybG_M1351_1.02;1417
chr1;mybG_M1351_1.02;1418
chr1;mybG_M1351_1.02;1421
chr1;mybG_M1351_1.02;1423
chr1;mybG_M1351_1.02;1427
chr1;mybG_M1351_1.02;1429
chr1;mybG_M1351_1.02;1431
chr1;mybG_M1351_1.02;1436
chr1;mybG_M1351_1.02;1442
chr1;mybG_M1351_1.02;1445
chr1;mybG_M1351_1.02;1452
chr1;mybG_M1351_1.02;1469
chr1;mybG_M1351_1.02;1482
chr1;mybG_M1351_1.02;1487
chr1;mybG_M1351_1.02;1492
chr1;mybG_M1351_1.02;1496
chr1;mybG_M1351_1.02;1498
chr1;mybG_M1351_1.02;1499
chr1;mybG_M1351_1.02;1499
chr1;mybG_M1351_1.02;1499
chr1;mybG_M1351_1.02;1501
chr1;mybG_M1351_1.02;1506
chr1;mybG_M1351_1.02;1507
chr1;mybG_M1351_1.02;1508
chr1;mybG_M1351_1.02;1509
chr1;mybG_M1351_1.02;1515
chr1;mybG_M1351_1.02;1522
chr1;mybG_M1351_1.02;1524
chr1;mybG_M1351_1.02;1528
chr1;mybG_M1351_1.02;1529
chr1;mybG_M1351_1.02;1539
chr1;mybG_M1351_1.02;1540
chr1;mybG_M1351_1.02;1543
chr1;mybG_M1351_1.02;1554
chr1;mybG_M1351_1.02;1556
chr1;mybG_M1351_1.02;1571
chr1;mybG_M1351_1.02;1575
chr1;mybG_M1351_1.02;1576
chr1;mybG_M1351_1.02;1579
chr1;mybG_M1351_1.02;1592
chr1;mybG_M1351_1.02;1595
chr1;mybG_M1351_1.02;1604
chr1;mybG_M1351_1.02;1605
chr1;mybG_M1351_1.02;1613
chr1;mybG_M1351_1.02;1620
chr1;mybG_M1351_1.02;1624
chr1;mybG_M1351_1.02;1634
chr1;mybG_M1351_1.02;1635
chr1;mybG_M1351_1.02;1636
chr1;mybG_M1351_1.02;1641
chr1;mybG_M1351_1.02;1645
chr1;mybG_M1351_1.02;1649
chr1;mybG_M1351_1.02;1649
chr1;mybG_M1351_1.02;1652
chr1;mybG_M1351_1.02;1658
chr1;mybG_M1351_1.02;1658
chr1;mybG_M1351_1.02;1658
chr1;mybG_M1351_1.02;1665
chr1;mybG_M1351_1.02;1676
chr1;mybG_M1351_1.02;1679
chr1;mybG_M1351_1.02;1685
chr1;mybG_M1351_1.02;1686
chr1;mybG_M1351_1.02;1690
chr1;mybG_M1351_1.02;1691
chr1;mybG_M1351_1.02;1692
chr1;mybG_M1351_1.02;1711
chr1;mybG_M1351_1.02;1713
chr1;mybG_M1351_1.02;1715
chr1;mybG_M1351_1.02;1715
chr1;mybG_M1351_1.02;1716
chr1;mybG_M1351_1.02;1727
chr1;mybG_M1351_1.02;1739
chr1;mybG_M1351_1.02;1739
chr1;mybG_M1351_1.02;1748
chr1;mybG_M1351_1.02;1755
chr1;mybG_M1351_1.02;1757
chr1;mybG_M1351_1.02;1758
chr1;mybG_M1351_1.02;1761
chr1;mybG_M1351_1.02;1764
chr1;mybG_M1351_1.02;1768
chr1;mybG_M1351_1.02;1770
chr1;mybG_M1351_1.02;1771
chr1;mybG_M1351_1.02;1773
chr1;mybG_M1351_1.02;1777
chr1;mybG_M1351_1.02;1791
chr1;mybG_M1351_1.02;1794
chr1;mybG_M1351_1.02;1818
chr1;mybG_M1351_1.02;1823
chr1;mybG_M1351_1.02;1824
chr1;mybG_M1351_1.02;1826
chr1;mybG_M1351_1.02;1832
chr1;mybG_M1351_1.02;1837
chr1;mybG_M1351_1.02;1839
chr1;mybG_M1351_1.02;1839
chr1;mybG_M1351_1.02;1844
chr1;mybG_M1351_1.02;1844
chr1;mybG_M1351_1.02;1847
chr1;mybG_M1351_1.02;1849
chr1;mybG_M1351_1.02;1849
chr1;mybG_M1351_1.02;1861
chr1;mybG_M1351_1.02;1872
chr1;mybG_M1351_1.02;1880
chr1;mybG_M1351_1.02;1886
chr1;mybG_M1351_1.02;1896
chr1;mybG_M1351_1.02;1901
chr1;mybG_M1351_1.02;1906
chr1;mybG_M1351_1.02;1907
chr1;mybG_M1351_1.02;1915
chr1;mybG_M1351_1.02;1916
chr1;mybG_M1351_1.02;1917
chr1;mybG_M1351_1.02;1922
chr1;mybG_M1351_1.02;1922
chr1;mybG_M1351_1.02;1924
chr1;mybG_M1351_1.02;1924
chr1;mybG_M1351_1.02;1933
chr1;mybG_M1351_1.02;1934
chr1;mybG_M1351_1.02;1934
chr1;mybG_M1351_1.02;1944
chr1;mybG_M1351_1.02;1948
chr1;mybG_M1351_1.02;1950
chr1;mybG_M1351_1.02;1965
chr1;mybG_M1351_1.02;1970
chr1;mybG_M1351_1.02;1976
chr1;mybG_M1351_1.02;1978
chr1;mybG_M1351_1.02;1983
chr1;mybG_M1351_1.02;1992
chr1;mybG_M1351_1.02;1993
chr1;mybG_M1351_1.02;1997
chr1;mybG_M1351_1.02;1999
chr1;mybG_M1351_1.02;2000
chr1;mybG_M1351_1.02;2010
chr1;mybG_M1351_1.02;2015
chr1;mybG_M1351_1.02;2017
chr1;mybG_M1351_1.02;2017
chr1;mybG_M1351_1.02;2017
chr1;mybG_M1351_1.02;2017
chr1;mybG_M1351_1.02;2017
chr1;mybG_M1351_1.02;2023
chr1;mybG_M1351_1.02;2023
chr1;mybG_M1351_1.02;2025
chr1;mybG_M1351_1.02;2028
chr1;mybG_M1351_1.02;2033
chr1;mybG_M1351_1.02;2033
chr1;mybG_M1351_1.02;2038
chr1;mybG_M1351_1.02;2051
chr1;mybG_M1351_1.02;2052
chr1;mybG_M1351_1.02;2052
chr1;mybG_M1351_1.02;2067
chr1;mybG_M1351_1.02;2076
chr1;mybG_M1351_1.02;2093
chr1;mybG_M1351_1.02;2094
chr1;mybG_M1351_1.02;2094
chr1;mybG_M1351_1.02;2096
chr1;mybG_M1351_1.02;2103
chr1;mybG_M1351_1.02;2103
chr1;mybG_M1351_1.02;2118
chr1;mybG_M1351_1.02;2134
chr1;mybG_M1351_1.02;2136
chr1;mybG_M1351_1.02;2139
chr1;mybG_M1351_1.02;2139
chr1;mybG_M1351_1.02;2140
chr1;mybG_M1351_1.02;2145
chr1;mybG_M1351_1.02;2146
chr1;mybG_M1351_1.02;2146
chr1;mybG_M1351_1.02;2155
chr1;mybG_M1351_1.02;2160
chr1;mybG_M1351_1.02;2160
chr1;mybG_M1351_1.02;2161
chr1;mybG_M1351_1.02;2162
chr1;mybG_M1351_1.02;2167
chr1;mybG_M1351_1.02;2169
chr1;mybG_M1351_1.02;2170
chr1;mybG_M1351_1.02;2172
chr1;mybG_M1351_1.02;2173
chr1;mybG_M1351_1.02;2190
chr1;mybG_M1351_1.02;2193
chr1;mybG_M1351_1.02;2193
chr1;mybG_M1351_1.02;2207
chr1;mybG_M1351_1.02;2208
chr1;mybG_M1351_1.02;2209
chr1;mybG_M1351_1.02;2209
chr1;mybG_M1351_1.02;2216
chr1;mybG_M1351_1.02;2228
chr1;mybG_M1351_1.02;2232
